similarity_w,sum_cos_fixed
0.9987460374832152,2.923146495106971
0.9986790418624878,3.0
0.9986675977706908,2.9535989807769014
0.9986528158187866,2.972278009842663
0.9986042976379396,2.8996378610002473
0.998540222644806,3.0
0.9985357522964478,3.0
0.9984951615333556,2.923253862456058
0.9984765648841858,2.912742225192838
0.9984240531921388,2.8975482295618997
0.9984202384948729,2.849621262806731
0.9984017610549928,2.88421017461832
0.998346984386444,2.83071953451029
0.9982991218566896,2.81932059159253
0.9982213377952576,2.9808299062910537
0.9981633424758912,2.979641246212403
0.9981489181518556,2.855090462017088
0.9981237649917604,2.9705336282341626
0.998093605041504,2.906923442612813
0.9980924725532532,2.9315166437680555
0.997971773147583,2.908021983129049
0.9979407787322998,2.9530632053120165
0.9978713393211364,2.962126583614605
0.9977786540985109,2.835967738863282
0.9977477788925172,2.7665592695067995
0.9977232217788696,3.0
0.9977231621742249,2.9716876348830485
0.997696578502655,2.9530588779874956
0.9976935386657716,2.923641169278145
0.9976113438606262,2.870336210660047
0.997603952884674,2.8537374067090364
0.9975669384002686,2.9772401900668646
0.9975423812866212,2.8345134113374297
0.9974735379219056,2.857650054978397
0.9974689483642578,2.9631686096912895
0.9974575042724608,3.0
0.99744313955307,2.9151652031674185
0.9974123239517212,2.844467681741236
0.9974040389060974,2.962126583614605
0.9974026679992676,2.973041536147838
0.9973782300949096,2.962126583614605
0.9973600506782532,2.883090596376312
0.997348964214325,2.813549871361931
0.9973479509353638,2.654688927090952
0.9973211884498596,2.9765293397333736
0.9972887635231018,2.5710423230567034
0.9972497820854188,2.9312965122818415
0.9972153902053832,2.971343331868959
0.9972087740898132,2.9285788711012684
0.9972057342529296,2.947799856428624
0.9995614290237428,2.8003626597792692
0.9995266795158386,2.8526017825493937
0.9995226860046388,2.4486990482979007
0.999502956867218,2.735453899169878
0.9994941949844359,2.607736041097632
0.999490201473236,2.8016738447674294
0.9994891881942748,2.6027548759187815
0.9994866847991944,2.471925571370323
0.9994843006134032,2.5964409366580083
0.9994704127311708,2.8984806922418502
0.9994696974754332,2.8051259137450217
0.9994695782661438,2.7600719901671775
0.9994684457778932,2.9589820236458966
0.9994682669639589,2.1060618752338245
0.9994652271270752,2.709879769186717
0.9994635581970216,2.8599551869574
0.999461829662323,2.744717709903999
0.9994612336158752,2.759016608088372
0.999460220336914,2.3402246473911146
0.9994600415229796,2.2782459506053496
0.9994588494300842,2.626422239973265
0.9994585514068604,2.6778437427291357
0.9994511604309082,2.7600837907680154
0.9994470477104188,2.837462626396769
0.9994444847106934,2.726558128777513
0.9994431734085084,2.9689041610672278
0.999441146850586,1.7692880891304728
0.9994391202926636,2.8016738447674294
0.9994387626647948,2.1192857993742162
0.9994373917579652,2.829167485563094
0.9994369745254515,2.86682674666831
0.9994252324104308,2.595459847907209
0.9994205832481384,2.5928286584223144
0.999416708946228,2.775720319484701
0.9994152784347534,2.7271346549079727
0.9994149804115297,2.807655788826853
0.9994146823883056,2.40811246645323
0.9994144439697266,2.5964409366580083
0.9994144439697266,2.8861633300649165
0.9994140267372132,2.8533274403085023
0.9994136691093444,2.922287456543508
0.9994125962257384,2.8179843119212156
0.9994117617607116,2.9843480061785894
0.9994111061096193,2.9284920691765914
0.9994109869003296,2.887592451543779
0.999409794807434,2.8824709121896985
0.999408721923828,2.5777289444802203
0.9994080066680908,2.539071148075989
0.9994077086448668,2.7600719901671775
0.9994075894355774,2.7777246546683036
0.9973089694976808,3.0
0.9968369007110596,3.0
0.9968019723892212,3.0
0.9967861175537108,2.9862082040289097
0.9967628717422484,2.8157276043568022
0.9967435002326964,2.965917914445153
0.9965716004371644,2.788403174855149
0.9965671896934508,2.806474200726848
0.9965399503707886,3.0
0.9965394139289856,2.9778858721748107
0.9964948296546936,3.0
0.9964892864227296,3.0
0.9964022636413574,2.900073447977776
0.9963772296905518,3.0
0.996374785900116,2.9791296706332226
0.9962420463562012,2.9516598328583434
0.9961313605308532,3.0
0.9961173534393309,2.9712451143799488
0.9961143136024476,2.930617427487587
0.9960350394248962,3.0
0.9959689378738404,2.9705336282341626
0.9958970546722412,2.9687331895529017
0.9958446621894836,3.0
0.9957914948463441,3.0
0.9957424402236938,3.0
0.995671808719635,2.965271691662202
0.9956624507904052,2.9566284594491545
0.9956408739089966,2.9741762349707406
0.995591402053833,3.0
0.9955834150314332,3.0
0.995575785636902,2.950510253251615
0.9955260753631592,3.0
0.9954614639282228,3.0
0.9954094886779784,3.0
0.9953464269638062,2.933588865332354
0.9953211545944214,2.9518668007420388
0.9953144192695618,2.949671190384989
0.9952672719955444,2.842012899399951
0.9952585697174072,3.0
0.99522602558136,3.0
0.9952013492584229,2.953052141026994
0.9951984882354736,2.906868741547936
0.995158076286316,3.0
0.9951097369194032,2.901758257538991
0.9950860738754272,2.8199332638651295
0.9950153231620787,3.0
0.9949837923049928,2.8387161240834957
0.9949421882629396,2.8800062877482886
0.9949228167533876,3.0
0.9948924779891968,2.9480407702597855
0.9850995540618896,2.9265808656306467
0.9821009635925292,2.51468726575018
0.9757038354873656,2.353662685685232
0.9683213233947754,2.6082728495257346
0.9631419181823729,2.7887162530885488
0.9628033638000488,2.484621572746971
0.9622408151626588,2.298864449010689
0.9619525671005248,2.9246095532216643
0.9618724584579468,2.6847947957918765
0.9586868286132812,2.1241870181845064
0.9571646451950072,2.98344530383436
0.9562983512878418,2.7662331709272694
0.9550318717956544,2.481468351748031
0.9543834924697876,2.3170493445057305
0.9531794786453248,2.781634070840896
0.9531676769256592,1.9761228879644268
0.9520925283432008,1.6542307487917995
0.95179283618927,2.9130314405237656
0.9517452120780944,2.779416056636151
0.9515244960784912,2.8640685796829093
0.9489914178848268,2.582596685318168
0.948831021785736,2.963353989476054
0.9486884474754332,2.9347309195685307
0.9482799172401428,2.8955378525390025
0.9455915689468384,2.874868923245835
0.945215106010437,2.8397942329692842
0.942976415157318,2.9091816579106955
0.9429038763046264,2.415162299365437
0.9423342943191528,2.667166192079212
0.9421957731246948,2.8979518669027935
0.942104697227478,2.86240886132411
0.9419379234313964,2.865479152482304
0.9418290853500366,2.7981825182946514
0.9415937662124634,2.600290922464275
0.941169500350952,3.0
0.9394367337226868,2.807743911685124
0.938968062400818,2.8023285446026294
0.9375628829002379,2.9464148477808316
0.9370505809783936,2.8547518915396317
0.9367547631263732,2.9663132298354182
0.9363819360733032,2.202938920194914
0.9356765151023864,2.8683555720384004
