similarity_w,sum_cos
0.9989248514175416,0.04044716360351863
0.9984150528907776,0.18459146681232105
0.998383402824402,0.0
0.998342514038086,0.026445686201208008
0.9983350038528442,0.09981750914114622
0.9982731342315674,0.1772198824245244
0.9982513189315796,0.040334153337379934
0.9981985092163086,0.06426682549220239
0.9981977939605712,0.13101153135868526
0.9981755018234252,0.023404420608284772
0.9981711506843568,0.0
0.998153805732727,0.06057834020685445
0.9981107711791992,0.056816865691886514
0.9980614185333252,0.0
0.998055934906006,0.24138359620766325
0.998049020767212,0.0
0.9980111122131348,0.030856808361567605
0.9980074167251588,0.07792648185920238
0.9979596138000488,0.10948151657330464
0.9979568719863892,0.06057834020685445
0.9979392290115356,0.05160427568398649
0.9979068040847778,0.030856808361567612
0.9979004263877868,0.09139542108539968
0.9978732466697692,0.11673897368328268
0.9978697299957277,0.02630870107681905
0.9978427886962892,0.09494103770335792
0.9978356957435608,0.045756359631083134
0.9978350400924684,0.0
0.9978045225143432,0.024677926876363446
0.9977906942367554,0.030856808361567605
0.9977900981903076,0.030856808361567612
0.9977657794952391,0.06057834020685445
0.9977347850799559,0.0656660243725339
0.9977331757545472,0.030856808361567612
0.9977325201034546,0.02105025845934782
0.9977231621742249,0.02779603442515701
0.9977182149887084,0.030856808361567605
0.9977141022682191,0.03533914546314625
0.9977049827575684,0.025956697261130743
0.9976752400398254,0.09999566127620753
0.9976746439933776,0.0
0.9976487755775452,0.08802873509203651
0.9976476430892944,0.13125024649235106
0.9976326823234558,0.11882356967901753
0.9976300597190856,0.030856808361567612
0.9976286292076112,0.030480789637909417
0.9976264238357544,0.0
0.997610569000244,0.04164285009948016
0.997609555721283,0.037926733611430286
0.9976004958152772,0.024099673812812448
0.9959323406219482,0.1998707860929468
0.9926893711090088,0.2016535375470584
0.9908466339111328,0.2016535375470584
0.9448447227478028,0.4619898296439105
0.932750165462494,0.6513836397376997
0.9126866459846495,0.2529850072052872
0.8950701951980591,1.642136223713912
0.8925678730010986,0.40851319489301147
0.8851215243339539,0.2448797620049428
0.8810632228851318,0.1729579840020528
0.8684276342391968,0.12579142092059376
0.8538827896118164,0.2702787951188862
0.8332946300506592,0.3813854235300488
0.8275215625762941,0.16432583657602226
0.8205894231796265,0.3513063495389718
0.8161712288856506,0.07517556484545204
0.8151886463165283,0.473403900993715
0.8133375644683838,0.25358385906423353
0.8121867179870605,0.4780747945725595
0.8004463911056519,0.3665501087696261
0.7982779741287231,0.15935596868116586
0.791045069694519,0.2415018291350563
0.7904972434043884,0.6687056365230641
0.7899457812309265,0.7054474861174826
0.7897098064422607,1.1280757615715138
0.789454460144043,0.05772716089060785
0.7849026322364807,0.047456355089982055
0.7843703031539917,0.11954312380048693
0.7837307453155518,0.3853933352141098
0.7798060178756714,0.2558472312749206
0.77864670753479,0.02551382011922275
0.7781422734260559,0.1967259689735708
0.7769732475280762,0.1931918758756319
0.7768530249595642,0.16138150128633996
0.7724623680114746,0.5574861398761062
0.770467221736908,0.2257517787197612
