similarity_w,sum_cos
0.9987460374832152,0.07685350489302882
0.9986790418624878,0.0
0.9986675977706908,0.04640101922309872
0.9986528158187866,0.027721990157337097
0.9986042976379396,0.10036213899975252
0.998540222644806,0.0
0.9985357522964478,0.0
0.9984951615333556,0.07674613754394209
0.9984765648841858,0.08725777480716193
0.9984240531921388,0.10245177043810047
0.9984202384948729,0.15037873719326916
0.9984017610549928,0.11578982538167992
0.998346984386444,0.16928046548971004
0.9982991218566896,0.18067940840747027
0.9982213377952576,0.01917009370894622
0.9981633424758912,0.020358753787597186
0.9981489181518556,0.14490953798291228
0.9981237649917604,0.029466371765837593
0.998093605041504,0.093076557387187
0.9980924725532532,0.06848335623194447
0.997971773147583,0.09197801687095117
0.9979407787322998,0.04693679468798336
0.9978713393211364,0.037873416385394716
0.9977786540985109,0.16403226113671812
0.9977477788925172,0.2334407304932004
0.9977232217788696,0.0
0.9977231621742249,0.028312365116951538
0.997696578502655,0.0469411220125044
0.9976935386657716,0.0763588307218547
0.9976113438606262,0.129663789339953
0.997603952884674,0.14626259329096372
0.9975669384002686,0.022759809933135228
0.9975423812866212,0.16548658866257016
0.9974735379219056,0.14234994502160314
0.9974689483642578,0.036831390308710715
0.9974575042724608,0.0
0.99744313955307,0.08483479683258166
0.9974123239517212,0.15553231825876362
0.9974040389060974,0.037873416385394716
0.9974026679992676,0.02695846385216189
0.9973782300949096,0.037873416385394716
0.9973600506782532,0.11690940362368782
0.997348964214325,0.18645012863806906
0.9973479509353638,0.3453110729090477
0.9973211884498596,0.023470660266626524
0.9972887635231018,0.4289576769432964
0.9972497820854188,0.06870348771815855
0.9972153902053832,0.028656668131040883
0.9972087740898132,0.0714211288987315
0.9972057342529296,0.05220014357137608
0.9995614290237428,0.1996373402207309
0.9995266795158386,0.1473982174506062
0.9995226860046388,0.5513009517020991
0.999502956867218,0.2645461008301222
0.9994941949844359,0.3922639589023679
0.999490201473236,0.1983261552325704
0.9994891881942748,0.39724512408121865
0.9994866847991944,0.5280744286296769
0.9994843006134032,0.4035590633419917
0.9994704127311708,0.10151930775814964
0.9994696974754332,0.1948740862549782
0.9994695782661438,0.23992800983282264
0.9994684457778932,0.041017976354103335
0.9994682669639589,0.8939381247661753
0.9994652271270752,0.2901202308132833
0.9994635581970216,0.14004481304259994
0.999461829662323,0.255282290096001
0.9994612336158752,0.2409833919116279
0.999460220336914,0.6597753526088854
0.9994600415229796,0.7217540493946503
0.9994588494300842,0.3735777600267347
0.9994585514068604,0.3221562572708644
0.9994511604309082,0.23991620923198456
0.9994470477104188,0.16253737360323114
0.9994444847106934,0.2734418712224873
0.9994431734085084,0.031095838932772263
0.999441146850586,1.2307119108695272
