similarity_w,sum_cos
0.9989248514175416,2.9595528363964814
0.9984150528907776,2.8154085331876786
0.998383402824402,3.0
0.9983425140380859,2.973554313798792
0.9983350038528442,2.9001824908588536
0.9982731342315674,2.8227801175754754
0.9982513189315796,2.95966584666262
0.9981985092163086,2.935733174507797
0.9981977939605712,2.868988468641315
0.9981755018234252,2.976595579391715
0.9981711506843568,3.0
0.998153805732727,2.9394216597931457
0.9981107711791992,2.9431831343081134
0.9980614185333252,3.0
0.998055934906006,2.7586164037923373
0.998049020767212,3.0
0.9980111122131348,2.9691431916384325
0.9980074167251588,2.922073518140797
0.9979596138000488,2.8905184834266957
0.9979568719863892,2.9394216597931457
0.9979392290115356,2.948395724316013
0.9979068040847778,2.9691431916384325
0.9979004263877868,2.9086045789146
0.9978732466697692,2.8832610263167173
0.9978697299957277,2.9736912989231814
0.9978427886962892,2.9050589622966423
0.9978356957435608,2.954243640368917
0.9978350400924684,3.0
0.9978045225143432,2.9753220731236367
0.9977906942367554,2.9691431916384325
0.9977900981903076,2.9691431916384325
0.9977657794952391,2.9394216597931457
0.997734785079956,2.9343339756274665
0.9977331757545472,2.9691431916384325
0.9977325201034546,2.978949741540652
0.9977231621742249,2.972203965574843
0.9977182149887084,2.9691431916384325
0.9977141022682192,2.9646608545368536
0.9977049827575684,2.9740433027388686
0.9976752400398254,2.9000043387237926
0.9976746439933776,3.0
0.9976487755775452,2.9119712649079634
0.9976476430892944,2.8687497535076485
0.9976326823234558,2.8811764303209824
0.9976300597190856,2.9691431916384325
0.9976286292076112,2.9695192103620904
0.9976264238357544,3.0
0.997610569000244,2.95835714990052
0.997609555721283,2.9620732663885696
0.9976004958152772,2.975900326187188
0.9959323406219482,2.8001292139070535
0.9926893711090088,2.7983464624529417
0.9908466339111328,2.7983464624529417
0.9448447227478028,2.5380101703560896
0.932750165462494,2.3486163602623003
0.9126866459846495,2.7470149927947127
0.8950701951980591,1.357863776286088
0.8925678730010986,2.5914868051069884
0.8851215243339539,2.755120237995057
0.8810632228851318,2.827042015997947
0.8684276342391968,2.874208579079406
0.8538827896118164,2.7297212048811144
0.8332946300506592,2.6186145764699518
0.8275215625762941,2.835674163423978
0.8205894231796265,2.6486936504610283
0.8161712288856506,2.9248244351545485
0.8151886463165283,2.526596099006285
0.8133375644683838,2.7464161409357666
0.8121867179870605,2.5219252054274404
0.8004463911056519,2.6334498912303737
0.7982779741287231,2.840644031318834
0.791045069694519,2.758498170864944
0.7904972434043884,2.331294363476936
0.7899457812309265,2.2945525138825174
0.7897098064422607,1.8719242384284864
0.789454460144043,2.942272839109392
0.7849026322364807,2.9525436449100178
0.7843703031539917,2.880456876199513
0.7837307453155518,2.61460666478589
0.7798060178756714,2.7441527687250797
0.77864670753479,2.974486179880777
0.7781422734260559,2.803274031026429
